time,x,z,x_dot,z_dot,raw_pitch_rad,raw_pitch_deg,raw_pitch_dot,pitch_rad,pitch_deg,pitch_dot,pitch_ref_rad,pitch_ref_deg,tau_cmd,ctrl_cmd,solve_success
0.02100000000000001,0.002309462422800861,0.15176559574709156,0.21605352054481128,0.05373731998833996,-0.003955113814575373,-0.22661132906905654,-0.3365353367315659,0.003955113814575373,0.22661132906905654,0.3365353367315659,1.3962634015954636,80.0,-9.734114185716935,9.734114185716935,1
0.022000000000000013,0.0025305591017887917,0.15182067083469772,0.2261396447539711,0.05641395250066371,-0.004298159004076265,-0.24626637060972317,-0.3495451316591662,0.004298159004076265,0.24626637060972317,0.3495451316591662,1.3962634015954636,80.0,-9.734114185716935,9.734114185716935,1
0.023000000000000013,0.002761741333971264,0.15187842564662557,0.23622463341625283,0.059096579576138744,-0.0046541859474067806,-0.26666521185550507,-0.36250045523198404,0.0046541859474067806,0.26666521185550507,0.36250045523198404,1.3962634015954636,80.0,-9.734114185716935,9.734114185716935,1
0.024000000000000014,0.0030030080026359346,0.15193886563023337,0.24630852358527544,0.061784125895899905,-0.005023144861111725,-0.2878050004245299,-0.3754105448936959,0.005023144861111725,0.2878050004245299,0.3754105448936959,1.3962634015954636,80.0,-9.734114185716935,9.734114185716935,1
0.025000000000000015,0.003254358026282552,0.15200199521322286,0.2563913486404413,0.06447562592085758,-0.00540499479576124,-0.3096833900872934,-0.38828384243830727,0.00540499479576124,0.3096833900872934,0.38828384243830727,1.3962634015954636,80.0,-9.734114185716935,9.734114185716935,1
0.026000000000000016,0.0035157903549815194,0.15206781790891968,0.2664731383579773,0.06717021502269128,-0.005799702872903203,-0.33229849704725206,-0.40112805829442894,0.005799702872903203,0.33229849704725206,0.40112805829442894,1.3962634015954636,80.0,-9.734114185716935,9.734114185716935,1
0.027000000000000017,0.0037873039668186222,0.15213633641306148,0.2765539190110161,0.06986712135613908,-0.006207243583626948,-0.3556488597514846,-0.41395023054673497,0.006207243583626948,0.3556488597514846,0.41395023054673497,1.3962634015954636,80.0,-9.734114185716935,9.734114185716935,1
0.028000000000000018,0.004068897864451546,0.15220755269279984,0.2866337134920822,0.0725656584037081,-0.006627598143717045,-0.3797334019437255,-0.42675677917029087,0.006627598143717045,0.3797334019437255,0.42675677917029087,1.3962634015954636,80.0,-9.734114185716935,9.734114185716935,1
0.02900000000000002,0.004360571071797727,0.15228146806855705,0.29671254145242315,0.07526521813039933,-0.0070607539008297575,-0.4045513986980777,-0.4395535559102545,0.0070607539008297575,0.4045513986980777,0.4395535559102545,1.3962634015954636,80.0,-9.734114185716935,9.734114185716935,1
0.03000000000000002,0.004662322630867991,0.1523580832893188,0.3067904194535386,0.07796526469203606,-0.0075067037895368794,-0.4301024451953246,-0.45234589019917,0.0075067037895368794,0.4301024451953246,0.45234589019917,1.3962634015954636,80.0,-9.734114185716935,9.734114185716935,1
0.03100000000000002,0.004974151598756172,0.15243739860189048,0.3168673611270413,0.08066532864631198,-0.007965445830454996,-0.4563864280251504,-0.46513863146675394,0.007965445830454996,0.4563864280251504,0.46513863146675394,1.3962634015954636,80.0,-9.734114185716935,9.734114185716935,1
0.03200000000000002,0.005296057044791412,0.15251941381459685,0.3269433773396459,0.08336500162073682,-0.008436982670015674,-0.48340349881691463,-0.47793618816273375,0.008436982670015674,0.48340349881691463,0.47793618816273375,1.3962634015954636,80.0,-9.734114185716935,9.734114185716935,1
0.03300000000000002,0.005628038047856878,0.15260412835586054,0.3370184763606437,0.08606393139627606,-0.00892132115773669,-0.5111540500190777,-0.4907425637818399,0.00892132115773669,0.5111540500190777,0.4907425637818399,1.3962634015954636,80.0,-9.734114185716935,9.734114185716935,1
0.03400000000000002,0.005970093693876292,0.1526915413280565,0.3470926640297004,0.08876181736967245,-0.009418471958128952,-0.5396386926631052,-0.5035613901513994,0.009418471958128952,0.5396386926631052,0.5035613901513994,1.3962634015954636,80.0,-9.734114185716935,9.734114185716935,1
0.035000000000000024,0.006322223073467659,0.15278165155700424,0.3571659439232177,0.09145840636122846,-0.009928449194621006,-0.5688582359618449,-0.516395958215973,0.009928449194621006,0.5688582359618449,0.516395958215973,1.3962634015954636,80.0,-9.734114185716935,9.734114185716935,1
0.036000000000000025,0.00668442527976205,0.1528744576374278,0.367238317517841,0.09415348873824492,-0.010451270123105483,-0.5988136686051165,-0.5292492465299731,0.010451270123105483,0.5988136686051165,0.5292492465299731,1.3962634015954636,80.0,-9.734114185716935,9.734114185716935,1
0.037000000000000026,0.007056699406383975,0.15296995797468604,0.37730978434998647,0.0968468948273775,-0.010986954832912054,-0.6295061416267232,-0.5421239476480482,0.010986954832912054,0.6295061416267232,0.5421239476480482,1.3962634015954636,80.0,-9.734114185716935,9.734114185716935,1
0.03800000000000003,0.007439044545588916,0.15306815082304934,0.3873803421705026,0.0995384915919193,-0.011535525973191525,-0.660936952727416,-0.5550224925840092,0.011535525973191525,0.660936952727416,0.5550224925840092,1.3962634015954636,80.0,-9.734114185716935,9.734114185716935,1
0.03900000000000003,0.007831459786552806,0.1531690343207772,0.3974499870937868,0.10222817955246974,-0.012097008502857862,-0.6931075319476262,-0.5679470734920751,0.012097008502857862,0.6931075319476262,0.5679470734920751,1.3962634015954636,80.0,-9.734114185716935,9.734114185716935,1
0.04000000000000003,0.008233944213807631,0.15327260652222993,0.40751871374085075,0.10491588993163292,-0.012671429462380934,-0.7260194285921533,-0.5808996647090334,0.012671429462380934,0.7260194285921533,0.5808996647090334,1.3962634015954636,80.0,-9.734114185716935,9.734114185716935,1
0.04100000000000003,0.008646496905816911,0.1533788654272298,0.41758651537597063,0.10760158200532924,-0.013258817765854513,-0.759674299316539,-0.5938820422823851,0.013258817765854513,0.759674299316539,0.5938820422823851,1.3962634015954636,80.0,-9.734114185716935,9.734114185716935,1
0.04200000000000003,0.00906911693368452,0.1534878090078701,0.4276533840366805,0.11028524064502415,-0.013859204011882972,-0.7940738972916728,-0.6068958020975282,0.013859204011882972,0.7940738972916728,0.6068958020975282,1.3962634015954636,80.0,-9.734114185716935,9.734114185716935,1
0.04300000000000003,0.009501803359990119,0.15359943523295602,0.4377193106569655,0.11296687403670187,-0.014472620311937745,-0.8292200623693418,-0.6199423767063624,0.014472620311937745,0.8292200623693418,0.6199423767063624,1.3962634015954636,80.0,-9.734114185716935,9.734114185716935,1
